/* DATA DESCRIPTION:;;;;;;
Citation:;"Wesche, Christine; Dierking, Wolfgang (2015): Near-coastal circum-Antarctic iceberg size distributions determined from Synthetic Aperture Radar images. PANGAEA, https://doi.org/10.1594/PANGAEA.843280,";;;;;
-66.2523;93.0638;0.3095;2261.9;505;923;70.8
-75.5810;-149.2495;0.3095;2191.7;499;846;151.1
-67.9550;78.4645;0.3095;2442.8;439;1005;159.8
-75.1547;-143.6237;0.3095;2354.0;414;943;46.8
-75.1803;-140.7771;0.3096;2300.7;474;913;143.4
-74.9502;-142.6908;0.3096;2235.7;527;917;143.9
-69.9018;1.1145;0.3096;2342.9;466;950;125.1
-75.0389;-138.2032;0.3097;2272.4;503;867;65.9
-74.7197;-140.5421;0.3097;2361.5;533;900;49.8
-73.4607;-110.7228;0.3099;2284.9;538;856;150.3
-74.4803;-136.1110;0.3100;2213.8;543;851;38.4
-66.6887;115.8060;0.3102;2386.0;451;988;148.4
-65.7338;134.7248;0.3103;2737.2;361;1247;72.2
-75.0341;-106.3977;0.3103;2210.8;597;777;40.5
-65.6740;106.2489;0.3104;2286.2;603;905;145.3
-71.2164;-12.4680;0.3104;2401.5;500;860;125.5
-66.2603;126.0288;0.3105;2298.6;625;839;138.8
-74.9507;-144.2885;0.3105;2283.3;510;881;133.4
-73.6277;-101.4005;0.3106;2280.1;502;814;131.8
-74.5345;-141.4462;0.3106;2260.9;601;825;141.3
-66.6114;128.0921;0.3109;2336.9;472;886;130.2
-65.9506;121.2947;0.3110;2329.6;466;928;50.9
-64.5097;97.4576;0.3111;2308.4;576;923;130.1
-65.6053;123.0367;0.3111;2235.9;512;896;136.0
-67.5552;45.3555;0.3112;2383.5;480;992;61.8
-73.7945;-107.7490;0.3113;2874.9;466;1125;130.7
-77.0267;-43.6044;0.3113;2491.0;360;1013;112.2
-66.8379;129.1472;0.3113;2365.1;494;982;137.6
-69.3369;15.7839;0.3113;2148.7;506;810;155.6
-64.4646;-62.7010;0.3114;2712.3;374;1145;86.9
-74.4841;-136.4014;0.3114;2235.2;546;800;55.9
-66.7021;88.5253;0.3115;2238.5;559;836;53.6
-66.4999;122.3702;0.3115;2340.8;483;980;59.7
-75.2527;-146.8202;0.3116;2288.3;500;858;67.1
-66.4624;127.3721;0.3116;2415.5;416;925;123.1
-66.1049;125.4935;0.3116;2573.0;351;1052;95.8
-65.7109;123.0438;0.3116;2254.9;539;932;127.3
-75.1888;-139.9231;0.3116;2455.5;502;967;65.4
-66.1393;123.4394;0.3116;2526.7;475;1094;163.1
-66.1721;136.3772;0.3117;2207.7;538;873;136.6
-66.4049;116.6965;0.3117;2348.2;449;966;131.7
-65.3460;116.1194;0.3118;2249.2;599;842;139.7
-75.3860;-142.6177;0.3118;2322.9;465;972;139.9
-66.0261;121.3736;0.3118;2287.6;537;903;44.4
-64.4108;96.5445;0.3118;2204.2;560;839;43.6
-69.9583;-73.4464;0.3118;2438.3;371;968;167.3
-74.8459;-140.5225;0.3120;2258.3;544;840;140.0
-73.0268;-126.8413;0.3120;2349.1;538;902;49.3
-65.8796;121.5031;0.3121;2393.8;415;989;107.4
-75.0528;-140.4442;0.3121;2295.0;572;823;44.3
-69.1283;-67.4110;0.3121;2351.1;466;951;125.1
-74.6110;-137.1703;0.3122;2189.6;495;813;175.3
-74.9991;-142.7156;0.3122;2325.2;525;857;64.4
-67.4901;44.7093;0.3122;2272.0;505;923;70.8
-66.0280;125.9145;0.3123;2297.4;548;936;133.6
-69.9349;-1.7473;0.3123;2309.9;521;967;140.3
-74.9770;-140.1972;0.3124;2473.9;481;944;152.0
-66.8720;63.9542;0.3125;2435.0;523;991;147.7
-75.0782;-143.6776;0.3126;2331.4;531;942;133.3
-66.5951;122.6082;0.3127;2245.2;536;916;41.4
-76.6306;-151.4068;0.3127;2308.8;535;850;54.6
-67.4417;44.8019;0.3128;2590.0;337;1121;159.1
-75.1104;-140.2746;0.3129;2285.6;573;799;80.9
-66.4984;107.8565;0.3130;2338.3;520;949;125.0
-66.0975;124.1824;0.3130;2383.0;511;977;130.4
-66.1194;126.8285;0.3131;2295.3;584;861;51.1
-66.1122;130.5443;0.3132;2374.1;528;970;52.9
-67.4785;45.4717;0.3134;2209.7;503;856;52.8
-66.4260;122.1535;0.3139;2508.4;458;1013;35.6
-73.3548;-124.9529;0.3140;2351.2;446;948;133.0
-73.9197;-132.5329;0.3141;2602.9;389;1043;92.5
-73.2901;-125.3762;0.3141;2339.2;500;865;52.6
-64.3531;97.8219;0.3142;2234.8;617;811;156.8
-67.4304;145.5465;0.3143;2642.4;536;1042;47.4
-65.8891;85.2001;0.3143;2322.8;483;956;141.1
-66.9554;79.2992;0.3143;2307.3;475;967;131.5
-66.2629;126.3989;0.3144;2282.8;559;857;125.2
-75.0287;-139.2276;0.3145;2286.1;452;872;165.3
-74.9199;-140.1473;0.3147;2232.4;576;825;55.9
-74.9223;-142.2527;0.3148;2318.8;557;926;127.0
-66.3106;114.4829;0.3148;2492.3;416;1024;41.7
-65.1869;116.1398;0.3149;2281.3;594;905;145.3
-74.6283;-141.2223;0.3150;2368.7;445;1000;139.9
-66.0629;124.3800;0.3150;2431.4;527;928;41.9
-74.9558;-140.1280;0.3151;2252.5;559;782;136.2
-74.9496;-106.3342;0.3151;2295.9;533;866;148.4
-65.9121;124.1948;0.3152;2453.0;415;1029;113.1
-66.4472;148.6569;0.3152;2280.3;559;955;55.5
-65.6516;115.7643;0.3153;2452.2;454;955;37.1
-65.5250;134.3410;0.3154;2572.0;349;1063;169.3
-75.2960;-143.5743;0.3155;2225.3;586;806;143.1
-66.7422;117.2301;0.3157;2508.7;409;1079;68.6
-66.0884;121.8056;0.3158;2384.4;687;818;141.0
-74.8149;-106.0563;0.3158;2486.8;426;1033;135.8
-75.1647;-143.7098;0.3158;2312.2;481;949;46.2
-74.6509;-105.6030;0.3158;2249.1;466;890;108.0
-68.3000;147.9897;0.3159;3024.6;675;1058;119.3
-66.1623;81.3013;0.3159;2321.4;512;962;132.0
-75.1786;-143.7476;0.3159;2540.7;499;1049;57.2
-65.5784;115.5360;0.3159;2257.5;604;811;54.9
-76.3945;-165.1457;0.3160;2333.2;485;944;142.4
-66.0746;114.3590;0.3160;2330.7;550;871;52.2
-65.7558;81.5256;0.3160;2654.0;459;1151;140.1
-66.1975;121.0622;0.3161;2230.4;583;800;41.9
-64.8523;101.8381;0.3163;2375.4;441;972;23.7
-65.6334;115.2474;0.3164;2324.3;566;862;37.4
-73.3292;-110.4002;0.3165;2408.5;450;956;44.9
-76.9511;-150.6921;0.3165;2591.4;376;1059;84.4
-74.7599;-140.5862;0.3166;2289.3;520;880;161.6
-72.8346;-86.9423;0.3168;2427.3;418;1014;55.8
-72.0047;-88.0893;0.3170;2349.1;473;951;137.2
-66.1102;55.8917;0.3170;2534.1;409;1147;71.5
-75.2048;-140.5003;0.3170;2418.3;427;944;46.3
-66.7117;148.6958;0.3172;2351.9;471;950;125.1
-64.7549;-60.6276;0.3173;2251.5;593;917;143.9
-65.6610;124.4398;0.3173;2372.3;486;976;111.6
-66.3044;122.1959;0.3173;2614.1;454;1127;155.5
-64.8559;-57.6291;0.3174;2481.1;399;993;123.2
-71.7680;-92.4888;0.3174;2625.4;426;1098;15.4
-74.5563;-142.1216;0.3175;2354.5;527;952;137.2
-74.7035;-105.7016;0.3175;2173.4;572;814;99.0
-67.5582;45.1118;0.3176;2523.9;443;1114;52.2
-68.7168;34.8903;0.3176;2271.8;456;837;149.7
-67.0479;78.3779;0.3177;2233.8;606;855;150.5
-73.0346;-117.1715;0.3178;2630.8;400;1033;41.7
-66.2433;114.6189;0.3179;2658.9;425;1079;120.3
-67.3982;45.4484;0.3180;2331.2;452;960;37.4
-74.7860;-140.1016;0.3180;3081.7;495;1166;153.1
-67.2436;-66.7611;0.3180;2207.6;583;800;78.5
-75.3061;-143.8192;0.3181;2331.0;559;967;54.5
-66.4785;122.5560;0.3181;2397.2;500;983;131.0
-69.8558;-73.7783;0.3182;2322.5;533;967;140.3
-65.8986;57.0599;0.3182;2220.0;553;815;43.2
-70.9508;-10.3639;0.3184;2294.6;497;827;45.4
-72.5161;-91.4411;0.3184;2641.2;532;1051;134.6
-66.2891;125.9407;0.3185;2297.1;509;929;155.2
-66.7792;89.4181;0.3185;2636.6;403;1187;65.9
-66.3613;121.9082;0.3185;2352.2;594;920;59.1
-66.6069;148.7224;0.3186;2313.7;454;944;152.0
-75.4822;-148.2788;0.3186;2348.6;432;892;146.4
-69.0541;36.4529;0.3187;2230.9;543;890;59.7
-66.4992;-60.2423;0.3187;2237.5;583;853;53.2
-66.9016;117.2680;0.3188;2888.1;514;1083;90.7
-66.1576;121.8812;0.3189;2324.3;610;923;74.4
-75.3909;-140.9613;0.3190;2408.2;461;1001;62.0
-66.1403;57.4481;0.3191;2435.8;460;1008;60.9
-66.2985;121.7668;0.3191;2328.2;633;857;46.8
-70.8812;-10.1767;0.3192;2275.8;529;924;136.0
-73.6328;-109.8681;0.3192;2332.1;500;944;142.4
-77.0477;-32.3562;0.3193;2435.8;500;860;144.5
-68.7393;34.6818;0.3195;2263.9;558;914;49.7
-66.1649;135.6429;0.3195;2729.8;422;1217;136.5
-74.7519;-109.4982;0.3197;2817.1;415;1194;142.0
-65.0260;104.7821;0.3198;2220.0;550;804;72.4
-66.2365;122.1890;0.3198;2559.5;600;922;130.6
-75.0118;-142.3787;0.3199;2417.0;415;961;145.8
-63.8334;-60.8287;0.3199;2720.1;428;1218;85.9
-76.6719;-157.7205;0.3199;2399.3;414;927;22.0
-65.4153;113.4345;0.3199;2408.9;473;1062;38.0
-66.3292;123.7524;0.3200;2294.1;602;843;32.9
-65.6609;115.0229;0.3200;2267.2;498;837;42.6
-67.6857;40.0553;0.3200;2331.7;630;920;144.5
-72.9795;-123.0422;0.3200;2306.4;502;818;131.3
-66.0628;114.3591;0.3201;2468.6;450;960;46.3
-73.6114;-109.9537;0.3201;2540.2;537;1010;59.2
-66.3118;121.5714;0.3204;2221.7;595;791;131.7
-66.3728;122.4705;0.3204;2275.5;519;877;163.5
-73.5248;-120.6753;0.3204;2617.0;368;1077;47.3
-74.6479;-140.1414;0.3205;2663.5;412;1134;146.1
-66.3117;122.5593;0.3205;2358.2;473;869;117.4
-65.6617;51.1460;0.3206;2663.8;374;1167;168.1
-66.6564;121.4016;0.3208;2760.6;500;1030;119.1
-66.2063;121.4952;0.3210;2465.4;503;955;70.4
-75.9943;-149.1532;0.3210;2270.2;546;819;54.6
-66.3161;121.8227;0.3211;2393.2;522;974;143.9
-66.4972;127.1934;0.3211;2515.0;374;1089;88.6
-66.5242;122.3986;0.3211;2478.5;448;1029;73.6
-74.8442;-140.1266;0.3212;2485.3;438;995;147.5
-73.7843;-110.1929;0.3214;2199.3;583;795;113.3
-66.1585;122.3585;0.3214;2268.9;619;886;55.8
-74.7186;-139.8687;0.3214;2465.7;379;962;168.7
-73.5344;-114.2444;0.3215;2367.6;573;907;135.4
-65.5833;115.2981;0.3215;2308.3;596;846;35.0
